name,pseudo_mIoU,pseudo_mprecision,pseudo_mrecall,enhanced_mIoU,enhanced_mprecision,enhanced_mrecall,mIoU_delta,mprecision_delta,mrecall_delta
2010_000492,0.238,0.363,0.314,0.261,0.411,0.327,0.02300000000000002,0.04799999999999999,0.013000000000000012
2010_000498,0.956,0.997,0.959,0.992,0.998,0.994,0.03600000000000003,0.0010000000000000009,0.03500000000000003
2010_000503,0.941,0.97,0.969,0.983,0.985,0.998,0.04200000000000004,0.015000000000000013,0.029000000000000026
2010_000519,0.964,1.0,0.964,0.975,0.993,0.981,0.01100000000000001,-0.007000000000000006,0.017000000000000015
2010_000567,0.838,0.847,0.988,0.932,0.934,0.997,0.09400000000000008,0.08700000000000008,0.009000000000000008
2010_000588,0.387,0.622,0.576,0.411,0.663,0.582,0.023999999999999966,0.041000000000000036,0.006000000000000005
2010_000632,0.841,0.889,0.94,0.859,0.89,0.961,0.018000000000000016,0.0010000000000000009,0.02100000000000002
2010_000661,0.228,1.0,0.228,0.277,1.0,0.277,0.049000000000000016,0.0,0.049000000000000016
2010_000675,0.891,0.996,0.894,0.898,0.996,0.901,0.007000000000000006,0.0,0.007000000000000006
2010_000685,0.614,0.616,0.995,0.74,0.742,0.997,0.126,0.126,0.0020000000000000018
2010_000746,0.868,0.993,0.874,0.866,0.999,0.866,-0.0020000000000000018,0.006000000000000005,-0.008000000000000007
2010_000748,0.898,0.904,0.992,0.952,0.957,0.994,0.05399999999999994,0.052999999999999936,0.0020000000000000018
2010_000772,0.801,0.998,0.803,0.962,0.999,0.963,0.16099999999999992,0.0010000000000000009,0.15999999999999992
2010_000787,0.119,0.128,0.382,0.129,0.136,0.415,0.010000000000000009,0.008000000000000007,0.032999999999999974
2010_000810,0.43,0.44,0.949,0.433,0.435,0.989,0.0030000000000000027,-0.0050000000000000044,0.040000000000000036
2010_000815,0.953,0.969,0.983,0.966,0.972,0.993,0.013000000000000012,0.0030000000000000027,0.010000000000000009
2010_000847,0.962,0.974,0.987,0.996,0.997,0.999,0.03400000000000003,0.02300000000000002,0.01200000000000001
2010_000855,0.922,0.929,0.992,0.945,0.952,0.992,0.02299999999999991,0.02299999999999991,0.0
2010_000885,0.747,1.0,0.747,0.683,1.0,0.683,-0.06399999999999995,0.0,-0.06399999999999995
2010_000887,0.697,0.717,0.962,0.753,0.754,0.998,0.05600000000000005,0.03700000000000003,0.03600000000000003
2010_000978,0.99,0.992,0.998,0.984,0.985,1.0,-0.006000000000000005,-0.007000000000000006,0.0020000000000000018
2010_000986,0.986,1.0,0.986,0.997,1.0,0.997,0.01100000000000001,0.0,0.01100000000000001
2010_001043,0.921,0.928,0.993,0.973,0.976,0.997,0.051999999999999935,0.04799999999999993,0.0040000000000000036
2010_001120,0.501,0.712,0.693,0.493,0.694,0.7,-0.008000000000000007,-0.018000000000000016,0.007000000000000006
2010_001131,0.786,0.941,0.83,0.851,0.984,0.861,0.06499999999999995,0.04300000000000004,0.031000000000000028
2010_001154,0.984,0.989,0.994,0.992,0.997,0.995,0.008000000000000007,0.008000000000000007,0.0010000000000000009
2010_001160,0.892,0.953,0.934,0.985,0.993,0.992,0.09299999999999997,0.040000000000000036,0.05799999999999994
2010_001177,0.994,0.995,0.999,0.996,0.996,1.0,0.0020000000000000018,0.0010000000000000009,0.0010000000000000009
2010_001183,0.348,0.349,0.988,0.343,0.344,0.99,-0.004999999999999949,-0.0050000000000000044,0.0020000000000000018
2010_001184,0.844,0.87,0.965,0.913,0.935,0.975,0.06900000000000006,0.06500000000000006,0.010000000000000009
2010_001195,0.988,0.996,0.992,0.998,0.998,1.0,0.010000000000000009,0.0020000000000000018,0.008000000000000007
2010_001245,0.877,0.943,0.927,0.952,0.961,0.991,0.07499999999999996,0.018000000000000016,0.06399999999999995
2010_001247,0.858,0.862,0.994,0.896,0.896,1.0,0.038000000000000034,0.03400000000000003,0.006000000000000005
2010_001261,0.181,0.199,0.875,0.257,0.258,0.992,0.07600000000000001,0.059,0.11699999999999999
2010_001273,0.957,0.998,0.959,0.994,0.998,0.997,0.03700000000000003,0.0,0.038000000000000034
2010_001279,0.946,0.988,0.957,0.974,0.991,0.983,0.028000000000000025,0.0030000000000000027,0.026000000000000023
2010_001282,0.542,0.544,0.995,0.569,0.569,0.999,0.026999999999999913,0.02499999999999991,0.0040000000000000036
2010_001329,0.084,0.482,0.128,0.044,0.579,0.082,-0.04000000000000001,0.09699999999999998,-0.046
2010_001347,0.996,1.0,0.996,0.998,1.0,0.998,0.0020000000000000018,0.0,0.0020000000000000018
2010_001374,0.758,0.758,0.999,0.764,0.764,1.0,0.006000000000000005,0.006000000000000005,0.0010000000000000009
2010_001386,0.953,0.954,0.999,0.933,0.933,1.0,-0.019999999999999907,-0.020999999999999908,0.0010000000000000009
2010_001399,0.634,0.732,0.842,0.669,0.742,0.886,0.03500000000000003,0.010000000000000009,0.04400000000000004
2010_001413,0.705,0.71,0.989,0.818,0.819,0.998,0.11299999999999999,0.10899999999999999,0.009000000000000008
2010_001418,0.607,0.665,0.608,0.65,0.665,0.652,0.04300000000000004,0.0,0.04400000000000004
2010_001422,0.967,0.981,0.985,0.982,0.984,0.998,0.015000000000000013,0.0030000000000000027,0.013000000000000012
2010_001457,0.975,0.998,0.977,0.986,0.999,0.987,0.01100000000000001,0.0010000000000000009,0.010000000000000009
2010_001514,0.461,0.661,0.603,0.476,0.692,0.602,0.014999999999999958,0.030999999999999917,-0.0010000000000000009
2010_001515,0.959,0.959,1.0,0.974,0.974,1.0,0.015000000000000013,0.015000000000000013,0.0
2010_001561,0.939,0.956,0.982,0.976,0.988,0.988,0.03700000000000003,0.03200000000000003,0.006000000000000005
2010_001562,0.183,0.186,0.917,0.204,0.204,1.0,0.02099999999999999,0.017999999999999988,0.08299999999999996
2010_001576,0.27,0.689,0.323,0.278,0.716,0.327,0.008000000000000007,0.027000000000000024,0.0040000000000000036
2010_001590,0.646,0.979,0.656,0.998,1.0,0.998,0.352,0.02100000000000002,0.34199999999999997
2010_001595,0.854,0.918,0.925,0.869,0.921,0.939,0.015000000000000013,0.0030000000000000027,0.013999999999999901
2010_001618,0.71,1.0,0.71,0.589,1.0,0.589,-0.121,0.0,-0.121
2010_001619,0.759,0.847,0.879,0.832,0.863,0.959,0.07299999999999995,0.016000000000000014,0.07999999999999996
2010_001630,0.612,0.614,0.996,0.639,0.64,1.0,0.027000000000000024,0.026000000000000023,0.0040000000000000036
2010_001660,0.976,0.984,0.991,0.983,0.985,0.998,0.007000000000000006,0.0010000000000000009,0.007000000000000006
2010_001676,0.955,0.98,0.974,0.961,0.979,0.981,0.006000000000000005,-0.0010000000000000009,0.007000000000000006
2010_001706,0.974,0.996,0.979,0.984,0.996,0.988,0.010000000000000009,0.0,0.009000000000000008
2010_001732,0.912,0.923,0.987,0.93,0.936,0.993,0.018000000000000016,0.013000000000000012,0.006000000000000005
2010_001748,0.606,0.927,0.634,0.606,0.927,0.635,0.0,0.0,0.0010000000000000009
2010_001807,0.074,0.37,0.084,0.086,0.485,0.095,0.011999999999999997,0.11499999999999999,0.010999999999999996
2010_001842,0.962,0.977,0.985,0.978,0.981,0.996,0.016000000000000014,0.0040000000000000036,0.01100000000000001
2010_001849,0.031,0.034,0.291,0.032,0.035,0.291,0.0010000000000000009,0.0010000000000000009,0.0
2010_001850,0.574,0.613,0.901,0.579,0.615,0.909,0.0050000000000000044,0.0020000000000000018,0.008000000000000007
2010_001852,0.995,0.998,0.997,0.998,0.999,1.0,0.0030000000000000027,0.0010000000000000009,0.0030000000000000027
2010_001860,0.73,0.73,0.999,0.752,0.752,1.0,0.02200000000000002,0.02200000000000002,0.0010000000000000009
2010_001922,0.517,0.52,0.991,0.529,0.53,0.994,0.01200000000000001,0.010000000000000009,0.0030000000000000027
2010_001923,0.912,0.937,0.971,0.951,0.974,0.975,0.038999999999999924,0.03699999999999992,0.0040000000000000036
2010_001933,0.75,0.993,0.753,0.965,0.996,0.969,0.21499999999999997,0.0030000000000000027,0.21599999999999997
2010_001939,0.662,0.914,0.704,0.556,0.901,0.583,-0.10599999999999998,-0.013000000000000012,-0.121
2010_001944,0.951,0.998,0.953,0.998,0.999,1.0,0.04700000000000004,0.0010000000000000009,0.04700000000000004
2010_002018,0.276,0.719,0.287,0.286,0.71,0.298,0.009999999999999953,-0.009000000000000008,0.01100000000000001
2010_002020,0.974,0.999,0.975,0.975,0.997,0.978,0.0010000000000000009,-0.0020000000000000018,0.0030000000000000027
2010_002032,0.21,0.229,0.756,0.213,0.232,0.764,0.0030000000000000027,0.0030000000000000027,0.008000000000000007
2010_002039,0.63,0.893,0.687,0.695,0.807,0.869,0.06499999999999995,-0.08599999999999997,0.18199999999999994
2010_002047,0.992,0.996,0.996,0.999,1.0,0.999,0.007000000000000006,0.0040000000000000036,0.0030000000000000027
2010_002054,0.942,0.986,0.955,0.987,0.987,1.0,0.04500000000000004,0.0010000000000000009,0.04500000000000004
2010_002055,0.339,0.347,0.932,0.38,0.389,0.942,0.04099999999999998,0.04200000000000004,0.009999999999999898
2010_002070,0.351,0.43,0.58,0.362,0.438,0.627,0.01100000000000001,0.008000000000000007,0.04700000000000004
2010_002097,0.394,0.395,0.998,0.389,0.389,1.0,-0.0050000000000000044,-0.006000000000000005,0.0020000000000000018
2010_002107,0.751,0.755,0.993,0.784,0.785,1.0,0.03300000000000003,0.030000000000000027,0.007000000000000006
2010_002139,0.969,0.978,0.991,0.997,0.998,0.999,0.028000000000000025,0.020000000000000018,0.008000000000000007
2010_002154,0.611,0.995,0.613,0.637,0.99,0.641,0.026000000000000023,-0.0050000000000000044,0.028000000000000025
2010_002166,0.47,0.474,0.985,0.489,0.491,0.992,0.019000000000000017,0.017000000000000015,0.007000000000000006
2010_002203,0.869,0.877,0.99,0.9,0.9,0.999,0.031000000000000028,0.02300000000000002,0.009000000000000008
2010_002218,0.738,0.738,1.0,0.735,0.735,1.0,-0.0030000000000000027,-0.0030000000000000027,0.0
2010_002236,0.916,0.93,0.984,0.999,0.999,1.0,0.08299999999999996,0.06899999999999995,0.016000000000000014
2010_002254,0.975,0.989,0.985,0.986,0.989,0.997,0.01100000000000001,0.0,0.01200000000000001
2010_002286,0.997,0.998,0.999,0.997,0.999,0.998,0.0,0.0010000000000000009,-0.0010000000000000009
2010_002338,0.986,0.994,0.992,0.993,0.996,0.998,0.007000000000000006,0.0020000000000000018,0.006000000000000005
2010_002363,0.922,0.932,0.988,0.967,0.968,0.999,0.04499999999999993,0.03599999999999992,0.01100000000000001
2010_002379,0.281,0.976,0.283,0.296,1.0,0.296,0.014999999999999958,0.02400000000000002,0.013000000000000012
2010_002382,0.984,0.984,1.0,0.989,0.989,1.0,0.0050000000000000044,0.0050000000000000044,0.0
2010_002387,0.848,0.93,0.906,0.983,0.983,0.999,0.135,0.052999999999999936,0.09299999999999997
2010_002413,0.727,0.743,0.971,0.795,0.795,0.999,0.06800000000000006,0.052000000000000046,0.028000000000000025
2010_002418,0.139,0.177,0.283,0.141,0.18,0.283,0.001999999999999974,0.0030000000000000027,0.0
2010_002440,0.875,0.911,0.961,0.897,0.936,0.961,0.02200000000000002,0.025000000000000022,0.0
2010_002455,0.99,0.995,0.994,0.998,0.998,1.0,0.008000000000000007,0.0030000000000000027,0.006000000000000005
2010_002457,0.779,0.884,0.889,0.914,0.917,0.995,0.135,0.03300000000000003,0.10599999999999998
2010_002499,0.99,0.999,0.991,0.998,1.0,0.998,0.008000000000000007,0.0010000000000000009,0.007000000000000006
2010_002527,0.949,0.96,0.988,0.968,0.974,0.993,0.019000000000000017,0.014000000000000012,0.0050000000000000044
2010_002532,0.918,1.0,0.919,0.939,1.0,0.939,0.020999999999999908,0.0,0.019999999999999907
2010_002551,0.992,0.999,0.992,0.995,1.0,0.995,0.0030000000000000027,0.0010000000000000009,0.0030000000000000027
2010_002556,0.926,0.965,0.959,0.947,0.978,0.967,0.020999999999999908,0.013000000000000012,0.008000000000000007
2010_002570,0.683,0.957,0.712,0.967,0.971,0.996,0.2839999999999999,0.014000000000000012,0.28400000000000003
2010_002573,0.963,0.999,0.965,0.977,1.0,0.977,0.014000000000000012,0.0010000000000000009,0.01200000000000001
2010_002625,0.928,0.937,0.99,0.944,0.946,0.998,0.015999999999999903,0.008999999999999897,0.008000000000000007
2010_002659,0.922,0.943,0.975,0.98,0.985,0.994,0.05799999999999994,0.04200000000000004,0.019000000000000017
2010_002697,0.792,0.799,0.989,0.802,0.808,0.99,0.010000000000000009,0.009000000000000008,0.0010000000000000009
2010_002720,0.267,0.391,0.519,0.198,0.317,0.396,-0.069,-0.07400000000000001,-0.123
2010_002733,0.547,0.586,0.889,0.592,0.592,0.999,0.04499999999999993,0.006000000000000005,0.10999999999999999
2010_002750,0.71,1.0,0.71,1.0,1.0,1.0,0.29000000000000004,0.0,0.29000000000000004
2010_002778,0.971,0.974,0.997,0.993,0.994,1.0,0.02200000000000002,0.020000000000000018,0.0030000000000000027
2010_002786,0.981,0.999,0.982,0.997,1.0,0.998,0.016000000000000014,0.0010000000000000009,0.016000000000000014
2010_002794,0.979,0.983,0.996,0.991,0.991,1.0,0.01200000000000001,0.008000000000000007,0.0040000000000000036
2010_002811,0.474,0.572,0.708,0.537,0.605,0.772,0.06300000000000006,0.03300000000000003,0.06400000000000006
2010_002815,0.452,0.452,1.0,0.431,0.431,1.0,-0.02100000000000002,-0.02100000000000002,0.0
2010_002838,0.929,0.937,0.99,0.968,0.976,0.991,0.038999999999999924,0.038999999999999924,0.0010000000000000009
2010_002856,0.978,0.985,0.993,0.983,0.983,0.999,0.0050000000000000044,-0.0020000000000000018,0.006000000000000005
2010_002870,0.559,0.561,0.994,0.585,0.588,0.993,0.025999999999999912,0.026999999999999913,-0.0010000000000000009
2010_002892,0.987,0.991,0.995,0.994,0.996,0.998,0.007000000000000006,0.0050000000000000044,0.0030000000000000027
2010_002907,0.96,0.998,0.962,0.965,0.998,0.967,0.0050000000000000044,0.0,0.0050000000000000044
2010_002935,0.996,1.0,0.996,0.998,1.0,0.998,0.0020000000000000018,0.0,0.0020000000000000018
2010_002937,0.892,0.945,0.941,0.893,0.934,0.954,0.0010000000000000009,-0.010999999999999899,0.013000000000000012
2010_002938,0.995,1.0,0.996,0.996,0.998,0.999,0.0010000000000000009,-0.0020000000000000018,0.0030000000000000027
2010_002962,0.805,0.921,0.866,0.797,0.918,0.859,-0.008000000000000007,-0.0030000000000000027,-0.007000000000000006
2010_002973,0.992,0.999,0.993,0.999,1.0,0.999,0.007000000000000006,0.0010000000000000009,0.006000000000000005
2010_003010,0.901,0.981,0.917,0.985,0.986,0.999,0.08399999999999996,0.0050000000000000044,0.08199999999999996
2010_003017,0.073,0.363,0.128,0.079,0.372,0.136,0.006000000000000005,0.009000000000000008,0.008000000000000007
2010_003062,0.446,0.492,0.855,0.618,0.635,0.957,0.172,0.14300000000000002,0.10199999999999998
2010_003088,0.502,0.913,0.527,0.707,0.95,0.734,0.20499999999999996,0.03699999999999992,0.20699999999999996
2010_003093,0.276,0.303,0.858,0.291,0.315,0.881,0.014999999999999958,0.01200000000000001,0.02300000000000002
2010_003097,0.424,0.434,0.945,0.411,0.414,0.984,-0.013000000000000012,-0.020000000000000018,0.039000000000000035
2010_003114,0.906,0.979,0.923,0.899,0.979,0.915,-0.007000000000000006,0.0,-0.008000000000000007
2010_003119,0.986,0.997,0.989,0.997,0.999,0.998,0.01100000000000001,0.0020000000000000018,0.009000000000000008
2010_003153,0.979,0.987,0.991,0.992,0.993,0.998,0.013000000000000012,0.006000000000000005,0.007000000000000006
2010_003157,0.173,0.243,0.271,0.183,0.252,0.287,0.010000000000000009,0.009000000000000008,0.01599999999999996
2010_003170,0.968,1.0,0.969,1.0,1.0,1.0,0.03200000000000003,0.0,0.031000000000000028
2010_003174,0.835,0.981,0.849,0.867,0.981,0.882,0.03200000000000003,0.0,0.03300000000000003
2010_003203,0.144,0.285,0.414,0.142,0.288,0.417,-0.0020000000000000018,0.0030000000000000027,0.0030000000000000027
2010_003230,0.861,0.995,0.865,0.89,0.995,0.894,0.029000000000000026,0.0,0.029000000000000026
2010_003250,0.759,0.912,0.819,0.86,0.974,0.881,0.10099999999999998,0.061999999999999944,0.062000000000000055
2010_003252,0.732,0.992,0.736,0.931,0.997,0.934,0.19900000000000007,0.0050000000000000044,0.19800000000000006
2010_003269,0.94,0.951,0.988,0.994,0.994,1.0,0.05400000000000005,0.04300000000000004,0.01200000000000001
2010_003274,0.738,0.847,0.852,0.878,0.881,0.996,0.14,0.03400000000000003,0.14400000000000002
2010_003342,0.93,0.989,0.94,0.982,0.988,0.993,0.051999999999999935,-0.0010000000000000009,0.05300000000000005
2010_003345,0.83,0.851,0.972,0.838,0.842,0.994,0.008000000000000007,-0.009000000000000008,0.02200000000000002
2010_003380,0.882,0.997,0.885,0.925,0.925,0.999,0.04300000000000004,-0.07199999999999995,0.11399999999999999
2010_003383,0.913,0.975,0.935,0.941,0.979,0.961,0.027999999999999914,0.0040000000000000036,0.025999999999999912
2010_003384,0.861,0.861,1.0,0.866,0.866,1.0,0.0050000000000000044,0.0050000000000000044,0.0
2010_003529,0.918,0.922,0.996,0.937,0.938,0.999,0.019000000000000017,0.015999999999999903,0.0030000000000000027
2010_003534,0.953,0.959,0.994,0.985,0.986,0.999,0.03200000000000003,0.027000000000000024,0.0050000000000000044
2010_003599,0.876,0.94,0.928,0.908,0.969,0.935,0.03200000000000003,0.029000000000000026,0.007000000000000006
2010_003634,0.999,1.0,1.0,1.0,1.0,1.0,0.0010000000000000009,0.0,0.0
2010_003651,0.591,0.995,0.593,0.567,0.995,0.569,-0.02400000000000002,0.0,-0.02400000000000002
2010_003665,0.778,0.957,0.801,0.747,0.952,0.769,-0.031000000000000028,-0.0050000000000000044,-0.03200000000000003
2010_003670,0.814,0.958,0.845,0.911,0.98,0.93,0.09700000000000009,0.02200000000000002,0.08500000000000008
2010_003680,0.861,0.909,0.943,0.941,0.984,0.955,0.07999999999999996,0.07499999999999996,0.01200000000000001
2010_003696,0.963,0.966,0.996,0.993,0.994,0.999,0.030000000000000027,0.028000000000000025,0.0030000000000000027
2010_003717,0.529,0.959,0.569,0.936,0.959,0.977,0.40700000000000003,0.0,0.40800000000000003
2010_003737,0.998,0.999,0.999,1.0,1.0,1.0,0.0020000000000000018,0.0010000000000000009,0.0010000000000000009
2010_003798,0.78,0.789,0.985,0.829,0.832,0.996,0.04899999999999993,0.04299999999999993,0.01100000000000001
2010_003799,0.601,0.655,0.88,0.606,0.661,0.879,0.0050000000000000044,0.006000000000000005,-0.0010000000000000009
2010_003884,0.891,0.938,0.949,0.891,0.934,0.953,0.0,-0.0039999999999998925,0.0040000000000000036
2010_003887,0.875,0.911,0.957,0.885,0.897,0.986,0.010000000000000009,-0.014000000000000012,0.029000000000000026
2010_003894,0.586,0.691,0.836,0.629,0.722,0.858,0.04300000000000004,0.031000000000000028,0.02200000000000002
2010_003899,0.431,0.442,0.942,0.499,0.521,0.92,0.068,0.07900000000000001,-0.02199999999999991
2010_003911,0.957,1.0,0.957,0.993,1.0,0.993,0.03600000000000003,0.0,0.03600000000000003
2010_003925,0.632,0.875,0.645,0.576,0.816,0.583,-0.05600000000000005,-0.05900000000000005,-0.062000000000000055
2010_003950,0.983,1.0,0.984,0.994,1.0,0.994,0.01100000000000001,0.0,0.010000000000000009
2010_003954,0.852,0.993,0.857,0.998,0.999,0.998,0.14600000000000002,0.006000000000000005,0.14100000000000001
2010_003958,0.471,0.972,0.477,0.256,0.256,1.0,-0.21499999999999997,-0.716,0.523
2010_003974,0.987,0.999,0.987,0.988,1.0,0.988,0.0010000000000000009,0.0010000000000000009,0.0010000000000000009
2010_004005,0.938,0.955,0.981,0.997,1.0,0.997,0.05900000000000005,0.04500000000000004,0.016000000000000014
2010_004025,0.329,0.84,0.441,0.328,0.838,0.443,-0.0010000000000000009,-0.0020000000000000018,0.0020000000000000018
2010_004060,0.978,0.979,0.999,0.989,0.99,1.0,0.01100000000000001,0.01100000000000001,0.0010000000000000009
2010_004069,0.221,0.25,0.84,0.387,0.392,0.98,0.166,0.14200000000000002,0.14
2010_004071,0.818,0.993,0.823,0.854,0.998,0.856,0.03600000000000003,0.0050000000000000044,0.03300000000000003
2010_004072,0.516,0.534,0.94,0.549,0.562,0.962,0.03300000000000003,0.028000000000000025,0.02200000000000002
2010_004074,0.714,0.983,0.723,0.66,0.982,0.668,-0.05399999999999994,-0.0010000000000000009,-0.05499999999999994
2010_004109,0.434,0.603,0.582,0.447,0.573,0.6,0.013000000000000012,-0.030000000000000027,0.018000000000000016
2010_004119,0.947,0.951,0.995,0.966,0.967,0.999,0.019000000000000017,0.016000000000000014,0.0040000000000000036
2010_004144,0.825,0.841,0.977,0.859,0.868,0.988,0.03400000000000003,0.027000000000000024,0.01100000000000001
2010_004154,0.307,0.308,0.992,0.321,0.322,0.989,0.014000000000000012,0.014000000000000012,-0.0030000000000000027
2010_004171,0.386,0.999,0.387,0.988,0.999,0.989,0.602,0.0,0.602
2010_004180,0.429,0.43,0.994,0.456,0.457,0.995,0.027000000000000024,0.027000000000000024,0.0010000000000000009
2010_004186,0.95,0.962,0.988,0.958,0.97,0.987,0.008000000000000007,0.008000000000000007,-0.0010000000000000009
2010_004210,0.817,0.863,0.939,0.878,0.892,0.983,0.061000000000000054,0.029000000000000026,0.04400000000000004
2010_004222,0.917,0.955,0.959,0.985,0.993,0.992,0.06799999999999995,0.038000000000000034,0.03300000000000003
2010_004258,0.881,0.892,0.986,0.939,0.939,1.0,0.05799999999999994,0.04699999999999993,0.014000000000000012
2010_004283,0.773,0.962,0.797,0.789,0.986,0.797,0.016000000000000014,0.02400000000000002,0.0
2010_004288,0.009,0.973,0.009,0.996,1.0,0.996,0.987,0.027000000000000024,0.987
2010_004289,0.729,0.79,0.907,0.799,0.853,0.929,0.07000000000000006,0.06299999999999994,0.02200000000000002
2010_004306,0.416,0.594,0.526,0.456,0.573,0.56,0.040000000000000036,-0.02100000000000002,0.03400000000000003
2010_004361,0.313,0.514,0.435,0.277,0.464,0.395,-0.035999999999999976,-0.04999999999999999,-0.03999999999999998
2010_004363,0.476,0.885,0.491,0.617,0.618,0.999,0.14100000000000001,-0.267,0.508
2010_004365,0.735,0.926,0.78,0.732,0.919,0.783,-0.0030000000000000027,-0.007000000000000006,0.0030000000000000027
2010_004370,0.871,0.998,0.873,0.916,0.99,0.923,0.04500000000000004,-0.008000000000000007,0.050000000000000044
2010_004429,0.11,0.115,0.531,0.126,0.132,0.532,0.016,0.017,0.0010000000000000009
2010_004450,0.201,0.978,0.202,0.208,0.979,0.209,0.0069999999999999785,0.0010000000000000009,0.0069999999999999785
2010_004478,0.615,0.954,0.634,0.712,0.977,0.724,0.09699999999999998,0.02300000000000002,0.08999999999999997
2010_004481,0.28,0.946,0.285,0.29,0.97,0.293,0.009999999999999953,0.02400000000000002,0.008000000000000007
2010_004493,0.404,0.411,0.989,0.415,0.418,0.995,0.010999999999999954,0.007000000000000006,0.006000000000000005
2010_004499,0.977,0.988,0.988,0.977,0.984,0.993,0.0,-0.0040000000000000036,0.0050000000000000044
2010_004540,0.948,1.0,0.948,0.955,1.0,0.955,0.007000000000000006,0.0,0.007000000000000006
2010_004560,0.382,0.771,0.545,0.479,0.841,0.595,0.09699999999999998,0.06999999999999995,0.04999999999999993
2010_004577,0.039,0.411,0.046,0.039,0.42,0.046,0.0,0.009000000000000008,0.0
2010_004598,0.994,0.996,0.997,0.998,0.998,1.0,0.0040000000000000036,0.0020000000000000018,0.0030000000000000027
2010_004616,0.974,0.976,0.998,0.991,0.993,0.998,0.017000000000000015,0.017000000000000015,0.0
2010_004620,0.821,0.993,0.825,0.822,0.997,0.824,0.0010000000000000009,0.0040000000000000036,-0.0010000000000000009
2010_004625,0.906,0.912,0.992,0.931,0.937,0.992,0.025000000000000022,0.025000000000000022,0.0
2010_004669,0.874,1.0,0.874,0.998,1.0,0.998,0.124,0.0,0.124
2010_004683,0.831,0.946,0.868,0.885,0.965,0.91,0.05400000000000005,0.019000000000000017,0.04200000000000004
2010_004694,0.992,0.994,0.999,0.998,0.998,1.0,0.006000000000000005,0.0040000000000000036,0.0010000000000000009
2010_004704,0.677,0.692,0.969,0.693,0.693,1.0,0.015999999999999903,0.0010000000000000009,0.031000000000000028
2010_004721,0.918,0.983,0.933,0.919,0.983,0.933,0.0010000000000000009,0.0,0.0
2010_004760,0.918,0.979,0.936,0.991,0.991,1.0,0.07299999999999995,0.01200000000000001,0.06399999999999995
2010_004766,0.937,0.954,0.982,0.945,0.957,0.987,0.007999999999999896,0.0030000000000000027,0.0050000000000000044
2010_004773,0.811,0.848,0.949,0.939,0.963,0.974,0.1279999999999999,0.11499999999999999,0.025000000000000022
2010_004805,0.28,0.338,0.696,0.292,0.354,0.695,0.011999999999999955,0.01599999999999996,-0.0010000000000000009
2010_004808,0.898,0.96,0.933,0.928,0.975,0.951,0.030000000000000027,0.015000000000000013,0.017999999999999905
2010_004900,0.988,1.0,0.988,0.997,1.0,0.997,0.009000000000000008,0.0,0.009000000000000008
2010_004916,0.972,0.981,0.991,0.975,0.982,0.993,0.0030000000000000027,0.0010000000000000009,0.0020000000000000018
2010_004933,0.988,0.994,0.994,0.992,0.996,0.996,0.0040000000000000036,0.0020000000000000018,0.0020000000000000018
2010_004938,0.747,0.758,0.981,0.776,0.78,0.993,0.029000000000000026,0.02200000000000002,0.01200000000000001
2010_004948,0.87,0.98,0.885,0.921,0.985,0.934,0.051000000000000045,0.0050000000000000044,0.049000000000000044
2010_004960,0.731,0.994,0.734,0.99,0.994,0.997,0.259,0.0,0.263
2010_004963,0.972,0.993,0.979,0.988,0.993,0.994,0.016000000000000014,0.0,0.015000000000000013
2010_005016,0.228,1.0,0.228,0.992,0.999,0.993,0.764,-0.0010000000000000009,0.765
2010_005028,0.005,1.0,0.005,0.0,0.0,0.0,-0.005,-1.0,-0.005
2010_005055,0.912,0.917,0.994,0.922,0.923,0.998,0.010000000000000009,0.006000000000000005,0.0040000000000000036
2010_005064,0.9,0.987,0.911,0.913,0.988,0.923,0.013000000000000012,0.0010000000000000009,0.01200000000000001
2010_005098,0.963,0.991,0.971,0.996,0.998,0.997,0.03300000000000003,0.007000000000000006,0.026000000000000023
2010_005106,0.468,0.521,0.82,0.514,0.548,0.892,0.045999999999999985,0.027000000000000024,0.07200000000000006
2010_005111,0.351,0.369,0.903,0.395,0.415,0.909,0.04400000000000004,0.045999999999999985,0.006000000000000005
2010_005119,0.954,0.973,0.979,0.996,0.999,0.997,0.04200000000000004,0.026000000000000023,0.018000000000000016
2010_005128,0.833,0.845,0.983,0.842,0.844,0.997,0.009000000000000008,-0.0010000000000000009,0.014000000000000012
2010_005129,0.982,0.998,0.984,0.99,0.998,0.991,0.008000000000000007,0.0,0.007000000000000006
2010_005198,0.884,0.885,0.998,0.865,0.865,1.0,-0.019000000000000017,-0.020000000000000018,0.0020000000000000018
2010_005202,0.574,1.0,0.574,0.495,1.0,0.495,-0.07899999999999996,0.0,-0.07899999999999996
2010_005217,0.927,0.993,0.934,0.981,0.997,0.983,0.05399999999999994,0.0040000000000000036,0.04899999999999993
2010_005223,0.945,0.985,0.958,0.955,0.986,0.968,0.010000000000000009,0.0010000000000000009,0.010000000000000009
2010_005232,0.982,0.997,0.985,0.986,0.998,0.989,0.0040000000000000036,0.0010000000000000009,0.0040000000000000036
2010_005277,0.834,0.846,0.984,0.881,0.898,0.979,0.04700000000000004,0.052000000000000046,-0.0050000000000000044
2010_005317,0.755,0.811,0.916,0.719,0.766,0.921,-0.03600000000000003,-0.04500000000000004,0.0050000000000000044
2010_005318,0.451,0.456,0.969,0.461,0.465,0.976,0.010000000000000009,0.009000000000000008,0.007000000000000006
